# E(eV) abs(cm^-1) abs**2
1.468400353203814124e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.482006047132300441e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.495611741060786759e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.509217434989273077e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.522823128917759394e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.536428822846245712e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550034516774732030e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.563640210703218347e+00 -2.082359042496324461e-02 4.336219181866209473e-04
1.577245904631704665e+00 7.324569000257527551e-02 5.364931103953355339e-03
1.590851598560190983e+00 -2.733675343922188916e-01 7.472980885968097398e-02
1.604457292488677300e+00 2.968199402409402499e+00 8.810207692463533746e+00
1.618062986417163618e+00 2.941122950137929237e+01 8.650204207828036260e+02
1.631668680345649936e+00 9.639063142702620723e+01 9.291153826900812419e+03
1.645274374274136253e+00 2.052079648726659116e+02 4.211030884718128800e+04
1.658880068202622571e+00 3.534281182187800709e+02 1.249114347476679832e+05
1.672485762131108888e+00 5.419853301218142860e+02 2.937480980672520236e+05
1.686091456059595206e+00 7.801848839564825084e+02 6.086884531541900942e+05
1.699697149988081524e+00 1.070370906150743849e+03 1.145693876733964542e+06
1.713302843916567397e+00 1.420204955334079386e+03 2.016982115155474516e+06
1.726908537845053715e+00 1.856653178521026575e+03 3.447161025312230922e+06
1.740514231773540033e+00 2.410816110022782141e+03 5.812034316345378757e+06
1.754119925702026350e+00 3.101226803187374117e+03 9.617607684807779267e+06
1.767725619630512668e+00 3.898695668139570444e+03 1.519982791277025081e+07
1.781331313558998986e+00 4.776471099595378291e+03 2.281467616526988149e+07
1.794937007487485081e+00 5.739519298223133774e+03 3.294208177467577532e+07
1.808542701415971399e+00 6.771583879964799962e+03 4.585434824339913577e+07
1.822148395344457716e+00 7.893863572703925456e+03 6.231308210446198285e+07
1.835754089272944034e+00 9.143061603539485077e+03 8.359557548611801863e+07
1.849359783201430352e+00 1.054088028061750992e+04 1.111101570903110802e+08
1.862965477129916669e+00 1.208880189271676136e+04 1.461391312013523579e+08
1.876571171058402987e+00 1.374634860621380540e+04 1.889621000035562217e+08
1.890176864986889305e+00 1.552715649606453735e+04 2.410925888532791734e+08
1.903782558915375622e+00 1.743478395249612731e+04 3.039716914702165127e+08
1.917388252843861940e+00 1.946268035804338069e+04 3.787959267193676233e+08
1.930993946772348258e+00 2.167263803009686671e+04 4.697032391836010218e+08
1.944599640700834575e+00 2.415038635395774327e+04 5.832411610454283953e+08
1.958205334629320893e+00 2.684221392509678844e+04 7.205044484006599188e+08
1.971811028557807211e+00 3.022196573401318892e+04 9.133672128278673887e+08
1.985416722486293528e+00 3.568544192192357150e+04 1.273450765162980318e+09
1.999022416414779846e+00 4.155296248033770098e+04 1.726648690892352819e+09
2.012628110343266385e+00 4.533697717799908423e+04 2.055441499638409853e+09
2.026233804271752703e+00 4.937880086564411613e+04 2.438265974928936005e+09
2.039839498200239021e+00 5.469483746643135237e+04 2.991525245479342937e+09
2.053445192128725338e+00 5.958141933654279273e+04 3.549945530156955242e+09
2.067050886057211656e+00 6.385901533429039409e+04 4.077973839465135574e+09
2.080656579985697974e+00 6.734159696476790123e+04 4.534890681765237808e+09
2.094262273914184291e+00 6.955707257684678189e+04 4.838186345460730553e+09
2.107867967842670609e+00 7.094961517688431195e+04 5.033847893747972488e+09
2.121473661771156927e+00 7.274317696557464660e+04 5.291569795044909477e+09
2.135079355699642356e+00 7.593709382960978837e+04 5.766442219286960602e+09
2.148685049628128674e+00 8.013916769822886272e+04 6.422286199364848137e+09
2.162290743556614991e+00 8.448331807095358090e+04 7.137431032277912140e+09
2.175896437485101309e+00 8.899407651550999435e+04 7.919945654848447800e+09
2.189502131413587627e+00 9.379456741663174762e+04 8.797420876873077393e+09
2.203107825342073944e+00 9.862336016619768634e+04 9.726567170471548080e+09
2.216713519270560262e+00 1.032899027508599102e+05 1.066880401028209686e+10
2.230319213199046580e+00 1.079969887321667775e+05 1.166334957521575737e+10
2.243924907127532897e+00 1.131565675325786287e+05 1.280440877575502777e+10
2.257530601056019215e+00 1.183784265868836956e+05 1.401345188118621254e+10
2.271136294984505533e+00 1.240257771477829228e+05 1.538239339711151314e+10
2.284741988912991850e+00 1.304440571768922964e+05 1.701565205276834679e+10
2.298347682841478168e+00 1.360354611536480661e+05 1.850564669128569031e+10
2.311953376769964486e+00 1.408911578191157023e+05 1.985031835161096954e+10
2.325559070698450803e+00 1.455882429467610200e+05 2.119593648432511139e+10
2.339164764626937121e+00 1.512331573355041037e+05 2.287146787766534042e+10
2.352770458555423438e+00 1.577852704677394649e+05 2.489619157657769394e+10
2.366376152483909756e+00 1.637877270125022042e+05 2.682641951992194366e+10
2.379981846412396074e+00 1.688989612592937192e+05 2.852685911446839905e+10
2.393587540340882391e+00 1.734118668153179169e+05 3.007167555237355804e+10
2.407193234269368709e+00 1.782263863545678905e+05 3.176464479300770187e+10
2.420798928197855027e+00 1.835182550145281712e+05 3.367894992357739258e+10
2.434404622126341344e+00 1.897503901699049165e+05 3.600521056963114929e+10
2.448010316054827662e+00 1.960119987446430314e+05 3.842070365186994171e+10
2.461616009983313980e+00 2.016270558732499194e+05 4.065346966011464691e+10
2.475221703911800297e+00 2.073339446757670958e+05 4.298736461481404877e+10
2.488827397840286615e+00 2.136083713270443550e+05 4.562853630099246216e+10
2.502433091768772933e+00 2.201722586412165547e+05 4.847582347517475891e+10
2.516038785697259250e+00 2.261699754620018648e+05 5.115285780048252869e+10
2.529644479625745568e+00 2.314185523839706439e+05 5.355454638749256134e+10
2.543250173554231885e+00 2.358851054154419980e+05 5.564178295685418701e+10
2.556855867482718203e+00 2.395981914302077494e+05 5.740729333662648010e+10
2.570461561411203633e+00 2.442946344528398768e+05 5.967986842244666290e+10
2.584067255339689950e+00 2.503180873448127240e+05 6.265914485196529388e+10
2.597672949268176268e+00 2.575394877901199507e+05 6.632658777119734192e+10
2.611278643196662586e+00 2.623714242286174558e+05 6.883876425175314331e+10
2.624884337125148903e+00 2.657165238929461921e+05 7.060527106975064087e+10
2.638490031053635221e+00 2.706423724607888144e+05 7.324729377120434570e+10
2.652095724982121538e+00 2.750467148470020038e+05 7.565069534812803650e+10
2.665701418910607856e+00 2.794177418912499561e+05 7.807427448360517883e+10
2.679307112839094174e+00 2.840426331362815108e+05 8.068021743899220276e+10
2.692912806767580491e+00 2.895725010200824472e+05 8.385223334702565002e+10
2.706518500696066809e+00 2.957028469181505498e+05 8.744017367549917603e+10
2.720124194624553127e+00 3.017098119377825060e+05 9.102881061953208923e+10
2.733729888553039444e+00 3.089675144008781062e+05 9.546092495505682373e+10
2.747335582481525762e+00 3.176506414806573302e+05 1.009019300330731049e+11
2.760941276410012080e+00 3.249438769803197938e+05 1.055885231870012054e+11
2.774546970338498397e+00 3.303152992007519351e+05 1.091081968860822754e+11
2.788152664266984715e+00 3.359859034040155821e+05 1.128865272862124939e+11
2.801758358195471033e+00 3.429149615749364602e+05 1.175906708719401550e+11
2.815364052123957350e+00 3.501265627900431864e+05 1.225886099711700592e+11
2.828969746052443668e+00 3.555627254238845198e+05 1.264248517108607025e+11
2.842575439980929985e+00 3.611347147880799603e+05 1.304182822250678558e+11
2.856181133909416303e+00 3.674480918516894453e+05 1.350181002054476013e+11
2.869786827837902621e+00 3.718306415190742700e+05 1.382580259724863281e+11
2.883392521766388938e+00 3.755172577105436940e+05 1.410132108384468994e+11
2.896998215694875256e+00 3.804405971988353995e+05 1.447350479970065308e+11
2.910603909623361574e+00 3.870975198707187665e+05 1.498444898900615234e+11
2.924209603551847891e+00 3.928268336428686162e+05 1.543129212298819885e+11
2.937815297480334209e+00 3.971745230885510682e+05 1.577476017906179810e+11
2.951420991408820527e+00 3.997846730931417551e+05 1.598277848401902161e+11
2.965026685337306844e+00 4.012119962650889065e+05 1.609710659470177002e+11
2.978632379265793162e+00 4.038976111194573459e+05 1.631332802680043945e+11
2.992238073194279480e+00 4.081436078461676952e+05 1.665812046256863098e+11
3.005843767122765797e+00 4.137353321100318572e+05 1.711769250361983643e+11
3.019449461051252115e+00 4.197522740581764374e+05 1.761919715770104675e+11
3.033055154979738433e+00 4.259065918294180883e+05 1.813964249637505493e+11
3.046660848908224750e+00 4.319449316390685854e+05 1.865764239686796265e+11
3.060266542836711068e+00 4.374440692580677569e+05 1.913573137290571899e+11
3.073872236765197385e+00 4.420338293773618061e+05 1.953939063140146179e+11
3.087477930693682815e+00 4.458461527771020774e+05 1.987787919461430359e+11
3.101083624622169133e+00 4.505478476343089133e+05 2.029933630079084473e+11
3.114689318550655450e+00 4.562578847639298183e+05 2.081712574092554626e+11
3.128295012479141768e+00 4.631332243110997952e+05 2.144923834607954712e+11
3.141900706407628086e+00 4.701989231016366975e+05 2.210870272859388733e+11
3.155506400336114403e+00 4.765683627647784306e+05 2.271174043883014526e+11
3.169112094264600721e+00 4.828651260942876106e+05 2.331587299980522766e+11
3.182717788193087038e+00 4.885882478610061225e+05 2.387184759478879395e+11
3.196323482121573356e+00 4.939903971069551772e+05 2.440265124338872681e+11
3.209929176050059674e+00 4.987643915673986194e+05 2.487659182955973206e+11
3.223534869978545991e+00 5.029167833915600204e+05 2.529252910169132996e+11
3.237140563907032309e+00 5.078264664467076072e+05 2.578877200237490540e+11
3.250746257835518627e+00 5.126288861669620965e+05 2.627883749327801819e+11
3.264351951764004944e+00 5.144243854628324043e+05 2.646324483588127747e+11
3.277957645692491262e+00 5.151142301354312804e+05 2.653426700880180664e+11
3.291563339620977580e+00 5.167519989787021768e+05 2.670326284484846191e+11
3.305169033549463897e+00 5.197787717731618322e+05 2.701699715860166626e+11
3.318774727477950215e+00 5.217362950800318504e+05 2.722087616038380737e+11
3.332380421406436533e+00 5.211173095275217202e+05 2.715632502892028809e+11
3.345986115334922850e+00 5.223745451913101133e+05 2.728751654638280945e+11
3.359591809263409168e+00 5.245180246061210055e+05 2.751191581367073364e+11
3.373197503191895485e+00 5.258849945839443244e+05 2.765550275285551758e+11
3.386803197120381803e+00 5.287735834189164452e+05 2.796015025216817627e+11
3.400408891048868121e+00 5.320286445948977489e+05 2.830544786694840088e+11
3.414014584977354438e+00 5.368032187320645899e+05 2.881576956411047974e+11
3.427620278905840756e+00 5.416224486751845106e+05 2.933548769089028931e+11
3.441225972834327074e+00 5.442508489320249064e+05 2.962089865632297974e+11
3.454831666762813391e+00 5.459658875853668433e+05 2.980787504068774414e+11
3.468437360691299709e+00 5.478930336526245810e+05 3.001867763250759888e+11
3.482043054619786027e+00 5.513034315255614929e+05 3.039354736118594971e+11
3.495648748548272344e+00 5.561069914172649151e+05 3.092549859031619263e+11
3.509254442476758662e+00 5.622540899598391261e+05 3.161296616765668945e+11
3.522860136405244980e+00 5.640734133514870191e+05 3.181788156499975586e+11
3.536465830333731297e+00 5.638753518623663113e+05 3.179554124379074097e+11
3.550071524262217615e+00 5.672927604377681855e+05 3.218210760451030273e+11
3.563677218190703933e+00 5.711872927950524027e+05 3.262549234505408936e+11
3.577282912119190250e+00 5.757701966918748803e+05 3.315113193986002808e+11
3.590888606047676568e+00 5.807730957962267566e+05 3.372973888007331543e+11
3.604494299976162885e+00 5.855849624353015097e+05 3.429097482303534546e+11
3.618099993904649203e+00 5.887651073812395334e+05 3.466443516696425171e+11
3.631705687833134633e+00 5.939607072588520823e+05 3.527893217674357910e+11
3.645311381761620950e+00 5.949531927923875628e+05 3.539693016138558960e+11
3.658917075690107268e+00 5.933494725402226904e+05 3.520635965637604980e+11
3.672522769618593586e+00 5.979409723056365037e+05 3.575334063618099365e+11
3.686128463547079903e+00 5.972084284796525026e+05 3.566579070471362305e+11
3.699734157475566221e+00 5.941204511608310277e+05 3.529791104875493774e+11
3.713339851404052538e+00 5.945594712197635090e+05 3.535009648171248169e+11
3.726945545332538856e+00 5.959764520201900741e+05 3.551879313625739136e+11
3.740551239261025174e+00 5.979063614234736888e+05 3.574920170306575317e+11
3.754156933189511491e+00 6.007950444260350196e+05 3.609546854068814087e+11
3.767762627117997809e+00 6.051436680409164401e+05 3.661988589700148926e+11
3.781368321046484127e+00 6.096543902103644796e+05 3.716784755027713623e+11
3.794974014974970444e+00 6.132243539803830208e+05 3.760441083146580811e+11
3.808579708903456762e+00 6.144066379237768706e+05 3.774955167247990723e+11
3.822185402831943080e+00 6.152606873170909239e+05 3.785457133578991089e+11
3.835791096760429397e+00 6.183582429330701707e+05 3.823669166032738037e+11
3.849396790688915715e+00 6.235520866642062319e+05 3.888172047832857666e+11
3.863002484617402033e+00 6.287861781763273757e+05 3.953720578655921021e+11
3.876608178545888350e+00 6.363025645350019913e+05 4.048809536338203735e+11
3.890213872474374668e+00 6.432159150751739508e+05 4.137267134059934082e+11
3.903819566402860985e+00 6.474531966060959967e+05 4.191956417954520264e+11
3.917425260331347303e+00 6.530154438301072223e+05 4.264291698806318970e+11
3.931030954259833621e+00 6.575985780382908415e+05 4.324358898379821167e+11
3.944636648188319938e+00 6.614759678175504087e+05 4.375504560001649780e+11
3.958242342116806256e+00 6.668436506617965642e+05 4.446804544279521484e+11
3.971848036045292574e+00 6.717484389681101311e+05 4.512459652560927734e+11
3.985453729973778891e+00 6.771999606217641849e+05 4.585997866661189575e+11
3.999059423902265209e+00 6.844509137744074687e+05 4.684730533666213379e+11
4.012665117830751527e+00 6.903783585067396052e+05 4.766222778944602661e+11
4.026270811759237844e+00 6.952333205174390459e+05 4.833493699577041016e+11
4.039876505687724162e+00 7.007753501934106462e+05 4.910860914386973267e+11
4.053482199616210480e+00 7.069725662691583857e+05 4.998102094571995239e+11
4.067087893544696797e+00 7.129625538122493308e+05 5.083156031384844971e+11
4.080693587473183115e+00 7.176612702942608157e+05 5.150376988803720703e+11
4.094299281401669433e+00 7.212555305841970257e+05 5.202095403982915649e+11
4.107904975330155750e+00 7.243897675721138949e+05 5.247405353631812134e+11
4.121510669258642068e+00 7.274964670401780168e+05 5.292511095559407959e+11
4.135116363187128385e+00 7.324741492853886448e+05 5.365183793713538208e+11
4.148722057115614703e+00 7.381902723928907653e+05 5.449248782554902954e+11
4.162327751044101021e+00 7.436907471560010454e+05 5.530759274054510498e+11
4.175933444972587338e+00 7.507039121708922321e+05 5.635563637486827393e+11
4.189539138901073656e+00 7.574295471410874743e+05 5.736995188823529053e+11
4.203144832829559974e+00 7.622791260576185305e+05 5.810694660231666260e+11
4.216750526758046291e+00 7.686011332192999544e+05 5.907477019859920654e+11
4.230356220686532609e+00 7.742727354082290549e+05 5.994982687965415039e+11
4.243961914615018927e+00 7.771119178747783881e+05 6.039029329030163574e+11
4.257567608543505244e+00 7.804252995566381142e+05 6.090636481880683594e+11
4.271173302471991562e+00 7.852058589485280681e+05 6.165482409270957031e+11
4.284778996400477880e+00 7.914519481930944603e+05 6.263961862986446533e+11
4.298384690328964197e+00 7.977816898767997045e+05 6.364556247026822510e+11
4.311990384257450515e+00 8.057249384905444458e+05 6.491926765055916748e+11
4.325596078185936832e+00 8.167578664724077098e+05 6.670934124445593262e+11
4.339201772114423150e+00 8.275801262097152648e+05 6.848888652972882080e+11
4.352807466042909468e+00 8.369294110175658716e+05 7.004508390262097168e+11
4.366413159971395785e+00 8.460528791250933427e+05 7.158054742758598633e+11
4.380018853899882103e+00 8.561810100480287801e+05 7.330459219668627930e+11
4.393624547828368421e+00 8.620428352327467874e+05 7.431178497761126709e+11
4.407230241756854738e+00 8.635667107466597809e+05 7.457474639098051758e+11
4.420835935685341056e+00 8.668212847179262899e+05 7.513791396400362549e+11
4.434441629613827374e+00 8.700366679300826509e+05 7.569638035428808594e+11
4.448047323542313691e+00 8.729312294059732230e+05 7.620089312722238770e+11
4.461653017470800009e+00 8.767313509331319947e+05 7.686578617090346680e+11
4.475258711399285438e+00 8.823630154536725022e+05 7.785644910404979248e+11
4.488864405327771756e+00 8.867938756560048787e+05 7.864033779009978027e+11
4.502470099256258074e+00 8.905702917048799573e+05 7.931154444673149414e+11
4.516075793184744391e+00 8.974096382761984132e+05 8.053440588710173340e+11
4.529681487113230709e+00 9.024946894829644589e+05 8.144966645449523926e+11
4.543287181041717027e+00 9.069797248235030565e+05 8.226122212409173584e+11
4.556892874970203344e+00 9.152369593623413239e+05 8.376586917828239746e+11
4.570498568898689662e+00 9.221923816863374086e+05 8.504387888403194580e+11
4.584104262827175980e+00 9.259797339926601853e+05 8.574384677651176758e+11
4.597709956755662297e+00 9.286939229835827136e+05 8.624724025866367188e+11
4.611315650684148615e+00 9.307245291446372867e+05 8.662481491515068359e+11
4.624921344612634933e+00 9.323417678744671866e+05 8.692611721232868652e+11
4.638527038541121250e+00 9.334370787043061573e+05 8.713047799000290527e+11
4.652132732469607568e+00 9.350884234125890071e+05 8.743903596002413330e+11
4.665738426398093885e+00 9.378949902685184497e+05 8.796470127707843018e+11
4.679344120326580203e+00 9.399509679448434617e+05 8.835078221404481201e+11
4.692949814255066521e+00 9.405461348548700335e+05 8.846270317904354248e+11
4.706555508183552838e+00 9.407407200549367117e+05 8.849931023694808350e+11
4.720161202112039156e+00 9.416255815956948791e+05 8.866587359154306641e+11
4.733766896040525474e+00 9.449185157539760694e+05 8.928710014146971436e+11
4.747372589969011791e+00 9.512543230488102417e+05 9.048847871190502930e+11
4.760978283897498109e+00 9.584932785377025139e+05 9.187093650019537354e+11
4.774583977825984427e+00 9.619953480980281020e+05 9.254350497622462158e+11
4.788189671754470744e+00 9.630058434506708290e+05 9.273802545201379395e+11
4.801795365682957062e+00 9.658682648131512105e+05 9.329015049731676025e+11
4.815401059611443380e+00 9.699203629071679898e+05 9.407455103819724121e+11
4.829006753539929697e+00 9.752739995133806951e+05 9.511593741268256836e+11
4.842612447468416015e+00 9.824956388625429245e+05 9.652976803839163818e+11
4.856218141396902332e+00 9.896094664361082250e+05 9.793268960599588623e+11
4.869823835325387762e+00 9.954809585950591136e+05 9.909823389253377686e+11
4.883429529253874080e+00 9.983493866048502969e+05 9.967014977342808838e+11
4.897035223182360397e+00 9.997985003044744954e+05 9.995970412110762939e+11
4.910640917110846715e+00 9.988745628607970430e+05 9.977503923303483887e+11
4.924246611039333033e+00 9.946620341910010902e+05 9.893525622609802246e+11
4.937852304967819350e+00 9.908289305414487608e+05 9.817419695979111328e+11
4.951457998896305668e+00 9.887398528357093455e+05 9.776064965855802002e+11
4.965063692824791985e+00 9.875257405938704032e+05 9.752070883354721680e+11
4.978669386753278303e+00 9.865774526199862594e+05 9.733350700181412354e+11
4.992275080681764621e+00 9.867060801680098521e+05 9.735888886405190430e+11
5.005880774610250938e+00 9.855777252892211545e+05 9.713634525862755127e+11
5.019486468538737256e+00 9.850232344994121231e+05 9.702707725036838379e+11
5.033092162467223574e+00 9.867929212267120602e+05 9.737602693831479492e+11
5.046697856395709891e+00 9.890486537664339412e+05 9.782172395171953125e+11
5.060303550324196209e+00 9.927793490841765888e+05 9.856108359680013428e+11
5.073909244252682527e+00 9.974352116568726487e+05 9.948770014529903564e+11
5.087514938181168844e+00 1.003188437431482133e+06 1.006387040996218750e+12
5.101120632109655162e+00 1.008362146238627029e+06 1.016794217966970215e+12
5.114726326038141480e+00 1.013346830585819087e+06 1.026871799058324707e+12
5.128332019966627797e+00 1.020721489723412669e+06 1.041872359583182861e+12
5.141937713895114115e+00 1.025894770871417131e+06 1.052460080901317505e+12
5.155543407823600432e+00 1.029318241329859011e+06 1.059496041934393921e+12
5.169149101752086750e+00 1.032124457658459432e+06 1.065280896096769043e+12
5.182754795680573068e+00 1.031219283551951172e+06 1.063413210769399414e+12
5.196360489609059385e+00 1.027519644151676795e+06 1.055796619117588501e+12
5.209966183537545703e+00 1.023307911627200665e+06 1.047159081998822754e+12
5.223571877466032021e+00 1.020837206652979716e+06 1.042108602487058472e+12
5.237177571394518338e+00 1.020222161772879190e+06 1.040853259372526855e+12
5.250783265323004656e+00 1.021546212015215657e+06 1.043556663282635986e+12
5.264388959251490974e+00 1.024016282002770109e+06 1.048609345806776855e+12
