# E(eV) abs(cm^-1) abs**2
3.904863872474374276e+00 7.794469941638719756e+05 6.075376167110950928e+11
3.918469566402860593e+00 7.847148545439611189e+05 6.157774029419500732e+11
3.932075260331346911e+00 7.908109712676148629e+05 6.253819922772283936e+11
3.945680954259833229e+00 7.958124247174251359e+05 6.333174153346274414e+11
3.959286648188319546e+00 8.019500102910688147e+05 6.431238190058453369e+11
3.972892342116805864e+00 8.073408262671601260e+05 6.517992097577408447e+11
3.986498036045292181e+00 8.110034125811632257e+05 6.577265352182924805e+11
4.000103729973778499e+00 8.162152678068012465e+05 6.662073634009282227e+11
4.013709423902264817e+00 8.226701566043358762e+05 6.767861865674024658e+11
4.027315117830751134e+00 8.302369898612328107e+05 6.892934593338408203e+11
4.040920811759237452e+00 8.371609275512271561e+05 7.008384186184310303e+11
4.054526505687723770e+00 8.417809237749647582e+05 7.085951236314329834e+11
4.068132199616210087e+00 8.458926147521382663e+05 7.155343156922093506e+11
4.081737893544696405e+00 8.512295972445986699e+05 7.245918272252016602e+11
4.095343587473182723e+00 8.574726971157863736e+05 7.352594262990211182e+11
4.108949281401669040e+00 8.620571011564374203e+05 7.431424456542402344e+11
4.122554975330155358e+00 8.641867431036105845e+05 7.468187269560258789e+11
4.136160669258641676e+00 8.676402733733414207e+05 7.527996439793665771e+11
4.149766363187127993e+00 8.735398922880336177e+05 7.630719434185893555e+11
4.163372057115614311e+00 8.796650298687742325e+05 7.738105647740314941e+11
4.176977751044100629e+00 8.858825424305348424e+05 7.847878789831883545e+11
4.190583444972586946e+00 8.918398616683394648e+05 7.953783388606029053e+11
4.204189138901073264e+00 8.962524161058866885e+05 8.032683933756394043e+11
4.217794832829559581e+00 9.014899602001042804e+05 8.126841483415855713e+11
4.231400526758045899e+00 9.070256422783279559e+05 8.226955157504133301e+11
4.245006220686532217e+00 9.103726185495266691e+05 8.287783046047220459e+11
4.258611914615018534e+00 9.113466084115894046e+05 8.305526406633068848e+11
4.272217608543504852e+00 9.114022260009738384e+05 8.306540175595301514e+11
4.285823302471991170e+00 9.126053256205045618e+05 8.328484803509071045e+11
4.299428996400477487e+00 9.164991611198887695e+05 8.399707123334598389e+11
4.313034690328963805e+00 9.208775800414800178e+05 8.480155174230524902e+11
4.326640384257450123e+00 9.246699293516003527e+05 8.550144782470936279e+11
4.340246078185936440e+00 9.287503642269803677e+05 8.625772390517486572e+11
4.353851772114422758e+00 9.329644044368283357e+05 8.704225799461657715e+11
4.367457466042909076e+00 9.405388788597130915e+05 8.846133826466860352e+11
4.381063159971395393e+00 9.505431124650362181e+05 9.035322086547185059e+11
4.394668853899881711e+00 9.533926347503083525e+05 9.089575159961348877e+11
4.408274547828368028e+00 9.538761226087554824e+05 9.098796572831135254e+11
4.421880241756854346e+00 9.562657968622972257e+05 9.144442742486843262e+11
4.435485935685340664e+00 9.558176760100200772e+05 9.135874297731956787e+11
4.449091629613826981e+00 9.555326565647971584e+05 9.130426577617785645e+11
4.462697323542313299e+00 9.558551309669078328e+05 9.136590313957645264e+11
4.476303017470799617e+00 9.574792199798232177e+05 9.167664566931706543e+11
4.489908711399285046e+00 9.615484965552538633e+05 9.245755112276690674e+11
4.503514405327771364e+00 9.677930114357509883e+05 9.366233129838796387e+11
4.517120099256257681e+00 9.738802202499151463e+05 9.484426833940231934e+11
4.530725793184743999e+00 9.761055003590807319e+05 9.527819478312513428e+11
4.544331487113230317e+00 9.781263647205660818e+05 9.567311853614698486e+11
4.557937181041716634e+00 9.809073018182542874e+05 9.621791347603677979e+11
4.571542874970202952e+00 9.813586425613547908e+05 9.630647853298648682e+11
4.585148568898689270e+00 9.814577387738102116e+05 9.632592929990007324e+11
4.598754262827175587e+00 9.828422620477605378e+05 9.659789120671588135e+11
4.612359956755661905e+00 9.843899360394902760e+05 9.690235461758317871e+11
4.625965650684148223e+00 9.850265554257353069e+05 9.702773148938891602e+11
4.639571344612634540e+00 9.851195643950196682e+05 9.704605561538332520e+11
4.653177038541120858e+00 9.844933044846499106e+05 9.692270665751055908e+11
4.666782732469607176e+00 9.842761241831445368e+05 9.687994886369929199e+11
4.680388426398093493e+00 9.850297218272105092e+05 9.702835528829916992e+11
4.693994120326579811e+00 9.878332479050197871e+05 9.758145256665803223e+11
4.707599814255066129e+00 9.907319849352593301e+05 9.815498659737589111e+11
4.721205508183552446e+00 9.907259079679783899e+05 9.815378247189752197e+11
4.734811202112038764e+00 9.903728296281439252e+05 9.808383416656566162e+11
4.748416896040525081e+00 9.921806047187084332e+05 9.844223523799819336e+11
4.762022589969011399e+00 9.953607658478893572e+05 9.907430541892968750e+11
4.775628283897497717e+00 9.991225083044713829e+05 9.982457866006185303e+11
4.789233977825984034e+00 1.003492211143324501e+06 1.006996617825318604e+12
4.802839671754470352e+00 1.008440334147986374e+06 1.016951907536502441e+12
4.816445365682956670e+00 1.013508382573349867e+06 1.027199241546447754e+12
4.830051059611442987e+00 1.019793640656421427e+06 1.039979069523278442e+12
4.843656753539929305e+00 1.026354022965743439e+06 1.053402580457965820e+12
4.857262447468415623e+00 1.032902328154092887e+06 1.066887219506145386e+12
4.870868141396901940e+00 1.040168037373228697e+06 1.081949545972874512e+12
4.884473835325387370e+00 1.044238242326959851e+06 1.090433506738098511e+12
4.898079529253873687e+00 1.046759037798736244e+06 1.095704483213336182e+12
4.911685223182360005e+00 1.051067492582733743e+06 1.104742873964155029e+12
4.925290917110846323e+00 1.055501615838530473e+06 1.114083661037748779e+12
4.938896611039332640e+00 1.058429401483797235e+06 1.120272797925349121e+12
4.952502304967818958e+00 1.060416190864954842e+06 1.124482497848540283e+12
4.966107998896305276e+00 1.060402729470308637e+06 1.124453948668080566e+12
4.979713692824791593e+00 1.058619306558440439e+06 1.120674836218273193e+12
4.993319386753277911e+00 1.057122620424103923e+06 1.117508234612324219e+12
5.006925080681764229e+00 1.057080462458876194e+06 1.117419104112271484e+12
5.020530774610250546e+00 1.058672845646730391e+06 1.120788194109745850e+12
5.034136468538736864e+00 1.060233200173243647e+06 1.124094438749597412e+12
5.047742162467223181e+00 1.061823621001935098e+06 1.127469402117661133e+12
5.061347856395709499e+00 1.064239016634693602e+06 1.132604684527579590e+12
5.074953550324195817e+00 1.067679197583023226e+06 1.139938868951528320e+12
5.088559244252682134e+00 1.071791367059258511e+06 1.148736734502754150e+12
5.102164938181168452e+00 1.075908180057388963e+06 1.157578411914402832e+12
5.115770632109654770e+00 1.079158747056478169e+06 1.164583601348507812e+12
5.129376326038141087e+00 1.082572601182167884e+06 1.171963436830325195e+12
5.142982019966627405e+00 1.085583966926811961e+06 1.178492549248553467e+12
5.156587713895113723e+00 1.088549755609734450e+06 1.184940570438012695e+12
5.170193407823600040e+00 1.089938397426293697e+06 1.187965710184197266e+12
5.183799101752086358e+00 1.088292308204436908e+06 1.184380148096941162e+12
5.197404795680572676e+00 1.087050745555737056e+06 1.181679323413283691e+12
5.211010489609058993e+00 1.085242484961156733e+06 1.177751251164666504e+12
5.224616183537545311e+00 1.081929328605737770e+06 1.170571072097262451e+12
5.238221877466031629e+00 1.078817213802992599e+06 1.163846580797651855e+12
